CountryNameAr,CountryNameEn,CityNameAr,CityNameEn,Population
"الجزائر","Algeria","بودواو","Boudouaou",56398
"الجزائر","Algeria","أولاد ايعيش","Oulad Yaich",55719
"ساموا","Samoa","باغو باغو","Pago Pago",12576
"ساموا","Samoa","خيمية","Apia",35974
"ساموا","Samoa","أفيغا","Afega",1998
"أندورا","Andorra","أندورا لا فيلا","Andorra la Vella",22615
"أندورا","Andorra","إسكالديس أنجوردني","Escaldes-Engordany",15506
"أندورا","Andorra","انكامب","Encamp",12826
"أندورا","Andorra","لامسانا","La Massana",11591
"أندورا","Andorra","سانت جوليا دي لوريا","Sant Julia de Loria",9915
"أندورا","Andorra","كانيلو","Canillo",5781
"أندورا","Andorra","أوردينو","Ordino",4858
"أنتيغوا وبربودا","Antigua and Barbuda","سانت جونز","Saint John's",22219
"الأرجنتين","Argentina","قرطبة","Cordoba",2106734
"الأرجنتين","Argentina","روزاريو","Rosario",1276000
"الأرجنتين","Argentina","سانتياغو ديل استيرو","Santiago del Estero",911506
"الأرجنتين","Argentina","لابلاتا","La Plata",904789
"الأرجنتين","Argentina","مار دل بلاتا","Mar del Plata",682605
"الأرجنتين","Argentina","سان ميغيل دي توكومان","San Miguel de Tucuman",605767
"الأرجنتين","Argentina","سالتا","Salta",535303
"الأرجنتين","Argentina","سان خوان ديل مونتي","San Juan",471389
"الأرجنتين","Argentina","سان سلفادور دي خوخوي","San Salvador de Jujuy",321789
"الأرجنتين","Argentina","باهيا بلانكا","Bahia Blanca",301572
"الأرجنتين","Argentina","ريسيستينسيا","Resistencia",298611
"الأرجنتين","Argentina","نيوكوين","Neuquen",288896
"الأرجنتين","Argentina","بارانا","Parana",268889
"الأرجنتين","Argentina","كويلمس","Quilmes",262379
"الأرجنتين","Argentina","ميرلو","Merlo",244168
"الأرجنتين","Argentina","تايوان","Formosa",234000
"الأرجنتين","Argentina","جيليان بانفيلد","Banfield",223898
"الأرجنتين","Argentina","خوسيه سي. باز","Jose C. Paz",216637
"الأرجنتين","Argentina","سان رافاييل","San Rafael",215020
"الأرجنتين","Argentina","كومودورو ريفادافيا","Comodoro Rivadavia",201228
"الأرجنتين","Argentina","ريو كوارتو","Rio Cuarto",200000
"الأرجنتين","Argentina","منطقة رِيُوخة","La Rioja",180995
"الأرجنتين","Argentina","سان فرناندو، الفلبين","San Fernando",163240
"الأرجنتين","Argentina","سان نيكولاس دي لوس آرويوس","San Nicolas de los Arroyos",160000
"الأرجنتين","Argentina","كاتاماركا","Catamarca",159139
"الأرجنتين","Argentina","سان خوستو، بوينس آيرس","San Justo",136604
"الأرجنتين","Argentina","فيلا مرسيدس","Villa Mercedes",131046
"الأرجنتين","Argentina","ايتوزاينجو","Ituzaingo",129510
"الأرجنتين","Argentina","راموس ميخيا","Ramos Mejia",120346
"الأرجنتين","Argentina","بويرتو مادرين","Puerto Madryn",115353
"الأرجنتين","Argentina","مندوزا","Mendoza",115041
"الأرجنتين","Argentina","باريلوتشي","San Carlos de Bariloche",112887
"الأرجنتين","Argentina","لوماس دي ثامورا","Lomas de Zamora",112580
"الأرجنتين","Argentina","استيبان إيشيفيريا","Esteban Echeverria",109644
"الأرجنتين","Argentina","جيوليجياشو","Gualeguaychu",109461
"الأرجنتين","Argentina","فيلا كراوس","Villa Krause",107778
"الأرجنتين","Argentina","لوجان","Lujan",106899
"الأرجنتين","Argentina","مايبو","Maipu",106662
"الأرجنتين","Argentina","لا باندا","La Banda",106441
"الأرجنتين","Argentina","بيريغامنيو","Pergamino",104985
"الأرجنتين","Argentina","سانتا روزا","Santa Rosa",102880
"الأرجنتين","Argentina","بريسدنس روكي ساينز بينيا","Presidencia Roque Saenz Pena",101086
"الأرجنتين","Argentina","كونسبسيون ديل أوروغواي","Concepcion del Uruguay",100728
"الأرجنتين","Argentina","ليبرتاد","Libertad",100324
"الأرجنتين","Argentina","تريليو","Trelew",97915
"الأرجنتين","Argentina","ريو غاليغوس، سانتا كروز","Rio Gallegos",95796
"الأرجنتين","Argentina","سان فرانسيسكو سولانو","San Francisco Solano",91322
"الأرجنتين","Argentina","نيكوتشيا","Necochea",90000
"الأرجنتين","Argentina","أولافاريا","Olavarria",89721
"الأرجنتين","Argentina","فيلا ماريا","Villa Maria",88600
"الأرجنتين","Argentina","بيريسو","Berisso",88470
"الأرجنتين","Argentina","إقليم جونين","Junin",85420
"الأرجنتين","Argentina","جنرال رودريغيز","General Rodriguez",85315
"الأرجنتين","Argentina","غران-بور","Grand Bourg",85189
"الأرجنتين","Argentina","مونتي شينغولو","Monte Chingolo",85060
"الأرجنتين","Argentina","فينادو تيورتو","Venado Tuerto",83263
"الأرجنتين","Argentina","بويرتو جواسيو","Puerto Iguazu",82227
"الأرجنتين","Argentina","بيلار","Pilar",81120
"الأرجنتين","Argentina","وهران","San Ramon de la Nueva Oran",76070
"الأرجنتين","Argentina","سان بيدرو","San Pedro",75616
"الأرجنتين","Argentina","فيلا كارلوس باز","Villa Carlos Paz",75315
"الأرجنتين","Argentina","لا باز","La Paz",74762
"الأرجنتين","Argentina","سقوط الأندلس","Reconquista",73293
"أرمينيا","Armenia","يريفان","Yerevan",1106300
"أرمينيا","Armenia","غيومري","Gyumri",121976
"أرمينيا","Armenia","وانادزور","Vanadzor",90525
"أرمينيا","Armenia","فاغارشابات","Ejmiatsin",57500
"أرمينيا","Armenia","هرازدان","Hrazdan",52283
"أرمينيا","Armenia","أبوفيان، أرارات","Abovyan",44400
"أرمينيا","Armenia","كابان","Kapan",43190
"أرمينيا","Armenia","أرمافير","Armavir",38635
"أرمينيا","Armenia","تشارنتساوان","Charentsavan",25039
"أرمينيا","Armenia","ستيبانافان (أرمينيا)","Stepanavan",23782
"أرمينيا","Armenia","آشتاراك","Ashtarak",21600
"أرمينيا","Armenia","ماسيس، أرارات","Masis",21376
"أرمينيا","Armenia","أرتاشات، أرارات","Artashat",21300
"أرمينيا","Armenia","آرتيك","Artik",19543
"أرمينيا","Armenia","آرتيك","Artik",19534
"أرمينيا","Armenia","إيجوان","Ijevan",19200
"أرمينيا","Armenia","ديليجان","Dilijan",16600
"أرمينيا","Armenia","سيسيان","Sisian",14894
"أرمينيا","Armenia","فيدي، أرارات","Vedi",13600
"أرمينيا","Armenia","آلاوردي","Alaverdi",13000
"أرمينيا","Armenia","واردنيس","Vardenis",12363
"أرمينيا","Armenia","مارتوني (أرمينيا)","Martuni",11987
"أرمينيا","Armenia","يغوارد","Yeghvard",10656
"أرمينيا","Armenia","متسامور","Metsamor",9870
"أرمينيا","Armenia","بيورغاوان","Byureghavan",9513
"أرمينيا","Armenia","نور هاتشن","Nor Hachn",9307
"أرمينيا","Armenia","تاشير","Tashir",8700
"أرمينيا","Armenia","يغغنادزور","Yeghegnadzor",7633
"أستراليا","Australia","ملبورن","Melbourne",5031195
"أستراليا","Australia","سيدني","Sydney",4840600
"أستراليا","Australia","بريزبان","Brisbane",2706966
"أستراليا","Australia","برث","Perth",2141834
"أستراليا","Australia","آديلايد","Adelaide",1387290
"أستراليا","Australia","غولد كوست","Gold Coast",607665
"أستراليا","Australia","كانبرا","Canberra",381488
"أستراليا","Australia","ولونغونغ","Wollongong",261896
"أستراليا","Australia","إبسوتش","Ipswich",232930
"أستراليا","Australia","غيلونغ","Geelong",180239
"أستراليا","Australia","تاونسفيل","Townsville",173724
"أستراليا","Australia","نيوكاسل أبون تاين","Newcastle",152984
"أستراليا","Australia","داروين","Darwin",139902
"أستراليا","Australia","بالارات","Ballarat",116201
"أستراليا","Australia","توومبا","Toowoomba",108398
"أستراليا","Australia","بنديجو","Bendigo",103034
"أستراليا","Australia","ماندوراه","Mandurah",90306
"أستراليا","Australia","ماكاي","Mackay",72900
"أستراليا","Australia","بوندابيرج","Bundaberg",70540
"أستراليا","Australia","ماروشيدور","Maroochydore",63673
"أستراليا","Australia","روكهامبتون","Rockhampton",63151
"أستراليا","Australia","خليج هيرفي","Hervey Bay",57722
"أستراليا","Australia","واجا واجا","Wagga Wagga",49686
"أستراليا","Australia","بورت ماكواري","Port Macquarie",44830
"أستراليا","Australia","كالوندرا","Caloundra",41293
"أستراليا","Australia","دوبو","Dubbo",38783
"أستراليا","Australia","أورانج","Orange",38097
"أستراليا","Australia","صنبوري","Sunbury",36084
"أستراليا","Australia","ميلدورا","Mildura",34565
"أستراليا","Australia","جيرالدتون","Geraldton",32717
"أستراليا","Australia","شيبارتون","Shepparton",32067
"أستراليا","Australia","نادي ساوثبورت","Southport",31908
"أستراليا","Australia","كالغورلي","Kalgoorlie",30841
"أستراليا","Australia","وارنامبول","Warrnambool",29661
"أستراليا","Australia","كابولتشر","Caboolture",26433
"أستراليا","Australia","كوفس هاربور","Coffs Harbour",25752
"أستراليا","Australia","مونت غامبير","Mount Gambier",25591
"أستراليا","Australia","بوسلتون","Busselton",25329
"أستراليا","Australia","ألباني","Albany",25196
"أستراليا","Australia","ترارالغون","Traralgon",24933
"أستراليا","Australia","غولبرن","Goulburn",24565
"أستراليا","Australia","أليس سبرينغز","Alice Springs",23726
"أستراليا","Australia","وايللا","Whyalla",21501
"أستراليا","Australia","آرمدال","Armidale",21312
"أستراليا","Australia","وودونغا","Wodonga",20259
"أستراليا","Australia","بورني","Burnie",19918
"أستراليا","Australia","غريفيث","Griffith",18196
"أستراليا","Australia","بروكن هيل","Broken Hill",17706
"أستراليا","Australia","وانجارتا","Wangaratta",17377
"أستراليا","Australia","كاراثا","Karratha",17013
"أستراليا","Australia","تاري","Taree",16197
"أستراليا","Australia","لارا","Lara",15772
"أستراليا","Australia","ماريبورو","Maryborough",15287
"أستراليا","Australia","اولادولا","Ulladulla",15278
"أستراليا","Australia","إتشوكا","Echuca",15056
"أستراليا","Australia","جسر موراي","Murray Bridge",15043
"أستراليا","Australia","بورت لينكولن","Port Lincoln",14120
"أستراليا","Australia","فوريستر","Forster",13740
"أستراليا","Australia","نادي توركي يونايتد","Torquay",13258
"أستراليا","Australia","ليوبولد","Leopold",12814
"أستراليا","Australia","كاملبتاون","Campbelltown",12566
"أستراليا","Australia","دروين","Drouin",12349
"النمسا","Austria","فيينا","Vienna",2223236
"النمسا","Austria","غراتس","Graz",292630
"النمسا","Austria","لينتس","Linz",211944
"النمسا","Austria","زالتسبورغ","Salzburg",155021
"النمسا","Austria","إنسبروك","Innsbruck",130585
"النمسا","Austria","كلاغنفورت","Klagenfurt",101403
"النمسا","Austria","فيلز","Wels",65303
"النمسا","Austria","فيلاخ","Villach",65127
"النمسا","Austria","سانت بولتن","Sankt Polten",55514
"النمسا","Austria","كرمس آن در دوناو","Krems an der Donau",50000
"النمسا","Austria","دورنبيرن","Dornbirn",48067
"النمسا","Austria","فينر نويشتات","Wiener Neustadt",44461
"النمسا","Austria","اشتاير","Steyr",38034
"النمسا","Austria","بريغنز","Bregenz",29620
"النمسا","Austria","يوندنج","Leonding",28698
"النمسا","Austria","كلوسترنوبرغ","Klosterneuburg",27058
"النمسا","Austria","بادن بادن","Baden",26286
"النمسا","Austria","فولفسبورج","Wolfsberg",25035
"النمسا","Austria","ليوبن","Leoben",24645
"النمسا","Austria","تراون","Traun",24477
"النمسا","Austria","لوستيناو","Lustenau",23579
"النمسا","Austria","امستيتن النمسا السفلى","Amstetten",23569
"النمسا","Austria","كابفنبرج","Kapfenberg",22798
"النمسا","Austria","هالين","Hallein",21150
"النمسا","Austria","كوفشتاين","Kufstein",19126
"النمسا","Austria","براوناو أم إن","Braunau am Inn",17095
"النمسا","Austria","هوونامس","Hohenems",16946
"النمسا","Austria","تشوكيراو","Stockerau",16916
"النمسا","Austria","تلفس","Telfs",16046
"النمسا","Austria","بروك ان دير مور","Bruck an der Mur",15837
"النمسا","Austria","سبيتال دراو","Spittal an der Drau",15413
"النمسا","Austria","بلودنز","Bludenz",14956
"النمسا","Austria","تيرنتس","Ternitz",14632
"النمسا","Austria","آيزنشتات","Eisenstadt",14476
"النمسا","Austria","باد إيشل","Bad Ischl",14133
"النمسا","Austria","شفاتس","Schwaz",13810
"النمسا","Austria","مارشترينك","Marchtrenk",13603
"النمسا","Austria","هارد","Hard",13495
"النمسا","Austria","غموندن","Gmunden",13191
"النمسا","Austria","غوتفريد لايبنتس","Leibnitz",13014
"النمسا","Austria","نوينكيرشن","Neunkirchen",12879
"النمسا","Austria","فوكلابروك","Vocklabruck",12299
"النمسا","Austria","ميستلباخ","Mistelbach",12036
"النمسا","Austria","ليينز","Lienz",11935
"النمسا","Austria","رانكفايل","Rankweil",11855
"النمسا","Austria","هولابرون","Hollabrunn",11681
"النمسا","Austria","فايتس","Weiz",11627
"النمسا","Austria","غوتزيس","Gotzis",11473
"النمسا","Austria","فولكيرماركت","Volkermarkt",10946
"النمسا","Austria","بيشوفسهوفن","Bischofshofen",10540
"النمسا","Austria","زانكت أندريه","Sankt Andra",9957
"النمسا","Austria","تسيل أم زيه","Zell am See",9762
"النمسا","Austria","مدينة القديس يوحنا","Sankt Johann in Tirol",9750
"النمسا","Austria","يودنبورغ","Judenburg",9614
"النمسا","Austria","الرومانية","Rum",9337
"النمسا","Austria","غونترامسدورف","Guntramsdorf",9179
"أذربيجان","Azerbaijan","باكو","Baku",2300500
"أذربيجان","Azerbaijan","سومقاييت","Sumqayit",341200
"أذربيجان","Azerbaijan","كنجه","Ganca",331400
"أذربيجان","Azerbaijan","مينجا تشيفير","Mingacevir",106100
"أذربيجان","Azerbaijan","خردلان","Xirdalan",100900
"أذربيجان","Azerbaijan","نخجوان","Naxcivan",95100
"أذربيجان","Azerbaijan","هوسان","Hovsan",85000
"أذربيجان","Azerbaijan","باكيسنوف","Bakixanov",71600
"أذربيجان","Azerbaijan","شروان","Sirvan",70684
"أذربيجان","Azerbaijan","شكي","Saki",68360
"أذربيجان","Azerbaijan","يفلاكس","Yevlax",59036
"أذربيجان","Azerbaijan","لنكران","Lankaran",51300
"أذربيجان","Azerbaijan","مشتى آقا","Mastaga",43700
"أذربيجان","Azerbaijan","مقاطعة آقجبدي","Agcabadi",43000
"أذربيجان","Azerbaijan","شامكير","Samkir",40600
"أذربيجان","Azerbaijan","شماخى","Samaxi",39600
"أذربيجان","Azerbaijan","برذعة","Barda",38500
"أذربيجان","Azerbaijan","مقاطعة قوبا","Quba",38100
"أذربيجان","Azerbaijan","كويكول","Goygol",37280
"أذربيجان","Azerbaijan","مقاطعة غويتشاي","Goycay",36200
"أذربيجان","Azerbaijan","مقاطعة قازاخ","Qazax",35102
"أذربيجان","Azerbaijan","مقاطعة إيميشلي","Imisli",31310
"أذربيجان","Azerbaijan","زكتالا","Zaqatala",31300
"أذربيجان","Azerbaijan","صابر آباد","Sabirabad",30866
"أذربيجان","Azerbaijan","مقاطعة ساليان","Salyan",30396
"أذربيجان","Azerbaijan","مقاطعة آقداش","Agdas",29600
"أذربيجان","Azerbaijan","حاجي قبول","Haciqabul",27536
"أذربيجان","Azerbaijan","مقاطعة جليل آباد","Calilabad",25846
"أذربيجان","Azerbaijan","نادي كشله","Kesla",25626
"أذربيجان","Azerbaijan","مقاطعة إسماعيلي","Ismayilli",20660
"أذربيجان","Azerbaijan","آقسو","Agsu",20200
"أذربيجان","Azerbaijan","مقاطعة آقستافا","Agstafa",20200
"أذربيجان","Azerbaijan","بيلاسوار","Bilasuvar",20098
"أذربيجان","Azerbaijan","آستارا","Astara",16800
"أذربيجان","Azerbaijan","قوسار","Qusar",16500
"أذربيجان","Azerbaijan","كردامير","Kurdamir",15385
"أذربيجان","Azerbaijan","نفطجاله","Neftcala",14241
"أذربيجان","Azerbaijan","أرتيوم","Pirallahi",13583
"أذربيجان","Azerbaijan","مقاطعة تووز","Tovuz",13520
"أذربيجان","Azerbaijan","قوزانلي","Quzanli",13002
"أذربيجان","Azerbaijan","ألتا","Alat",12600
"أذربيجان","Azerbaijan","مغول","Tartar",12563
"أذربيجان","Azerbaijan","مقاطعة جلفا","Culfa",12500
"أذربيجان","Azerbaijan","مقاطعة بيلقان","Beylaqan",12263
"أذربيجان","Azerbaijan","بادامدار","Badamdar",11871
"أذربيجان","Azerbaijan","بالاخاني","Balaxani",11615
"أذربيجان","Azerbaijan","بحيرة شاطئة","Liman",11500
"أذربيجان","Azerbaijan","قاخ","Qax",11415
"أذربيجان","Azerbaijan","خودات","Xudat",10894
"أذربيجان","Azerbaijan","مقاطعة علي أباد","Aliabad",10700
"أذربيجان","Azerbaijan","أردوباد","Ordubad",10372
"أذربيجان","Azerbaijan","تركيا","Turkan",10108
"أذربيجان","Azerbaijan","مدينة نفتالان","Naftalan",10100
"أذربيجان","Azerbaijan","أيوبلو","Asagi Ayibli",9983
"أذربيجان","Azerbaijan","مقاطعة علي أباد","Aliabad",9495
"أذربيجان","Azerbaijan","مقاطعة غدابيغ","Gadabay",9161
"البحرين","Bahrain","المنامة","Manama",727000
"البحرين","Bahrain","المحرق","Al Muharraq",176583
"البحرين","Bahrain","مدينة حمد","Madinat Hamad",133550
"البحرين","Bahrain","جد حفص","Jidd Hafs",66588
"البحرين","Bahrain","مدينة عيسى","Madinat `Isa",61293
"البحرين","Bahrain","المالكية","Al Malikiyah",14800
"بنغلاديش","Bangladesh","دكا","Dhaka",19134000
"بنغلاديش","Bangladesh","جاتجام","Chattogram",2581643
"بنغلاديش","Bangladesh","نارايان غانج","Narayanganj",967951
"بنغلاديش","Bangladesh","إقليم كهلنا","Khulna",928891
"بنغلاديش","Bangladesh","ميمينسينغ","Mymensingh",576927
"بنغلاديش","Bangladesh","سلهت","Sylhet",479837
"بنغلاديش","Bangladesh","راجشاهي","Rajshahi",448087
"بنغلاديش","Bangladesh","كوشتيا","Kushtia",418312
"بنغلاديش","Bangladesh","بررا","Barura",405118
"بنغلاديش","Bangladesh","كوميلّا","Comilla",296010
"بنغلاديش","Bangladesh","ليمون أضاليا","Rangpur",294265
"بنغلاديش","Bangladesh","براهمانباريا","Brahmanbaria",268279
"بنغلاديش","Bangladesh","كلورامفينيكول","Feni",265000
"بنغلاديش","Bangladesh","سدهيرغانج","Siddhirganj",256760
"بنغلاديش","Bangladesh","جيسور","Jessore",243987
"بنغلاديش","Bangladesh","بريسال","Barishal",230000
"بنغلاديش","Bangladesh","شوادانجا","Chuadanga",224576
"بنغلاديش","Bangladesh","ناحية كوكس بازار","Cox's Bazar",223522
